protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
ATG2B_HUMAN,0.497900009,0.369899988,0.034200002,0.254700005,0.63440001,0.0119,0.421999991,0.532700002,0.483099997,0.006
SARAF_HUMAN,0.208700001,0.167099997,0.173700005,0.286199987,0.181600004,0.0381,0.735099971,0.412800014,0.272100002,0.031199999
PLD4_HUMAN,0.225799993,0.153200001,0.356700003,0.346700013,0.212699994,0.0015,0.549600005,0.522199988,0.692900002,0.106799997
LENG1_HUMAN,0.440400004,0.829999983,0.0239,0.0955,0.184900001,0.0004,0.066200003,0.091700003,0.056499999,0.013
TBC20_HUMAN,0.282599986,0.253500015,0.053100001,0.182799995,0.492300004,0.069600001,0.4542,0.230599999,0.257299989,0.165999994
ZBTB9_HUMAN,0.278200001,0.79519999,0.022500001,0.094099998,0.112199999,0.0008,0.089199997,0.145099998,0.052200001,0.0012
MID49_HUMAN,0.366100013,0.203099996,0.144099995,0.086199999,0.818000019,0.062399998,0.352699995,0.129600003,0.134499997,0.212200001
DHX58_HUMAN,0.63319999,0.565699995,0.071800001,0.078400001,0.228699997,0.0009,0.077699997,0.238600001,0.046500001,0.036699999
FGGY_HUMAN,0.698400021,0.513400018,0.018100001,0.144999996,0.225799993,0.023499999,0.237900004,0.095200002,0.208399996,0.0251
ARMC5_HUMAN,0.697899997,0.490700006,0.070799999,0.264400005,0.244499996,0.0084,0.387600005,0.361699998,0.402500004,0.002
GALM_HUMAN,0.708999991,0.185100004,0.144500002,0.102399997,0.502300024,0.053300001,0.038400002,0.212200001,0.0744,0.137099996
SYTL4_HUMAN,0.555899978,0.349400014,0.0167,0.712800026,0.104000002,0.0029,0.267500013,0.499000013,0.337500006,0.0015
P5CR2_HUMAN,0.526799977,0.271499991,0.083899997,0.160600007,0.537800014,0.0252,0.457500011,0.244800001,0.324900001,0.505200028
ULK4_HUMAN,0.685500026,0.572000027,0.036699999,0.295399994,0.0973,0.0132,0.345600009,0.233199999,0.377999991,0.0023
ZN524_HUMAN,0.227500007,0.927699983,0.028899999,0.0469,0.084200002,0.0028,0.029999999,0.035500001,0.057,0.0018
ROP1L_HUMAN,0.778299987,0.518100023,0.050099999,0.158800006,0.26030001,0.039700001,0.113700002,0.109999999,0.1928,0.0006
DCPS_HUMAN,0.325700015,0.882099986,0.181400001,0.052000001,0.276800007,0.0002,0.045899998,0.0581,0.0504,0.0028
ENTR1_HUMAN,0.763300002,0.353399992,0.0418,0.147599995,0.151199996,0.0058,0.231800005,0.2958,0.531000018,0.0058
BIRC7_HUMAN,0.58829999,0.485900015,0.134900004,0.140799999,0.183200002,0.0002,0.249799997,0.623899996,0.490399987,0.095799997
INT12_HUMAN,0.40110001,0.914799988,0.119499996,0.033500001,0.067699999,0.0068,0.042100001,0.0127,0.077299997,0.0035
NSUN4_HUMAN,0.242400005,0.139400005,0.362199992,0.1285,0.855000019,0.0074,0.068800002,0.078900002,0.106899999,0.0726
RHDF1_HUMAN,0.102300003,0.135100007,0.017899999,0.582199991,0.056699999,0.0045,0.64230001,0.278899997,0.818700016,0.0427
COAC_HUMAN,0.558499992,0.59859997,0.0623,0.245100006,0.273299992,0.002,0.303000003,0.107600003,0.0779,0.0078
T4S18_HUMAN,0.212200001,0.116999999,0.077,0.891799986,0.088399999,0.0089,0.246600002,0.498299986,0.207900003,0.0048
CHM4C_HUMAN,0.494100004,0.521899998,0.0044,0.265300006,0.152600005,0.0028,0.075099997,0.439099997,0.233500004,0.029100001
TIFA_HUMAN,0.39289999,0.743399978,0.0252,0.128000006,0.098399997,0.0011,0.022399999,0.105599999,0.099799998,0.0033
CTHR1_HUMAN,0.271499991,0.180899993,0.828299999,0.217099994,0.096100003,0.0062,0.298500001,0.117399998,0.142100006,0.0068
EAF2_HUMAN,0.583899975,0.805800021,0.0148,0.078199998,0.141100004,0.0023,0.068700001,0.060199998,0.0449,0.068300001
ZN653_HUMAN,0.146899998,0.951499999,0.0138,0.0211,0.035700001,0.0034,0.049400002,0.024700001,0.056499999,0.0012
RUSD4_HUMAN,0.179399997,0.218799993,0.089000002,0.0858,0.894299984,0.0166,0.0898,0.0513,0.103500001,0.051899999
ACSF2_HUMAN,0.116700001,0.131999999,0.034699999,0.141800001,0.929700017,0.0119,0.0623,0.074699998,0.136299998,0.071099997
EVI5L_HUMAN,0.692600012,0.264400005,0.024900001,0.266000003,0.174500003,0.0005,0.217500001,0.568000019,0.469099998,0.013
LRC45_HUMAN,0.644500017,0.386500001,0.077600002,0.207000002,0.249899998,0.0015,0.111599997,0.161599994,0.647099972,0.007
GCC1_HUMAN,0.694500029,0.285699993,0.026699999,0.165099993,0.113799997,0.0017,0.291599989,0.476900011,0.639100015,0.0023
ASTRA_HUMAN,0.246099994,0.205200002,0.047699999,0.640999973,0.044399999,0.0008,0.792599976,0.216700003,0.403200001,0.041099999
TLCD1_HUMAN,0.086400002,0.115900002,0.056899998,0.386299998,0.221399993,0.0015,0.797100008,0.129099995,0.279599994,0.032499999
S2536_HUMAN,0.111699998,0.126800001,0.0064,0.160899997,0.910700023,0.0515,0.299699992,0.159600005,0.1382,0.1131
HAUS1_HUMAN,0.637899995,0.561200023,0.031800002,0.067599997,0.104800001,0.0029,0.083300002,0.116499998,0.230399996,0.0063
FAF2_HUMAN,0.320199996,0.476700008,0.074500002,0.176899999,0.463499993,0.0061,0.659099996,0.320800006,0.335399985,0.0297
PKHB2_HUMAN,0.494300008,0.161500007,0.053599998,0.342599988,0.66930002,0.0517,0.393000007,0.529100001,0.277099997,0.036800001
CC124_HUMAN,0.293099999,0.644699991,0.0014,0.136600003,0.1479,0.002,0.030400001,0.0416,0.018200001,0.0022
FXRD1_HUMAN,0.285600007,0.157199994,0.055,0.099600002,0.863099992,0.0177,0.065099999,0.083899997,0.106399998,0.1426
OPTN_HUMAN,0.575699985,0.317499995,0.0691,0.106299996,0.183300003,0.0005,0.172900006,0.518299997,0.593800008,0.009
AP2M1_HUMAN,0.382200003,0.287099987,0.069799997,0.566900015,0.066500001,0.0127,0.159700006,0.313800007,0.668900013,0.0002
GCP3_HUMAN,0.714699984,0.252900004,0.101999998,0.129899994,0.158999994,0.0023,0.116400003,0.407400012,0.305200011,0.027799999
NTNG2_HUMAN,0.156599998,0.099600002,0.478599995,0.80309999,0.074199997,0.0024,0.350400001,0.344599992,0.297399998,0.0116
DDT4L_HUMAN,0.419800013,0.554499984,0.083700001,0.111299999,0.378800005,0.309799999,0.267800003,0.234999999,0.244800001,0.251899987
F241B_HUMAN,0.158700004,0.307000011,0.102899998,0.206499994,0.307799995,0.160899997,0.7421,0.345099986,0.160999998,0.131899998
GASP2_HUMAN,0.680000007,0.566600025,0.1193,0.140900001,0.078900002,0.0449,0.224600002,0.128000006,0.240600005,0.0113
RCN3_HUMAN,0.212300003,0.195500001,0.141200006,0.349099994,0.067400001,0.0015,0.811800003,0.346199989,0.389999986,0.035700001
RHES_HUMAN,0.609700024,0.315400004,0.025699999,0.611999989,0.176200002,0.0052,0.277500004,0.426400006,0.473100007,0.0114
CRCM1_HUMAN,0.1149,0.120700002,0.0113,0.803600013,0.166199997,0.007,0.2755,0.4375,0.503700018,0.0162
HAVR1_HUMAN,0.188600004,0.111599997,0.255100012,0.88499999,0.0647,0.0013,0.147200003,0.212400004,0.184300005,0.188500002
NMD3_HUMAN,0.433200002,0.783200026,0.0167,0.066799998,0.168500006,0.0003,0.085000001,0.155200005,0.146500006,0.0024
COQ8B_HUMAN,0.279300004,0.149900004,0.071599998,0.125699997,0.910099983,0.0035,0.2667,0.141200006,0.328599989,0.152500004
RN183_HUMAN,0.227799997,0.332100004,0.059599999,0.528999984,0.184799999,0.0046,0.6523,0.462700009,0.503400028,0.057500001
REPS1_HUMAN,0.634199977,0.264299989,0.0682,0.409000009,0.090400003,0.0013,0.190500006,0.529200017,0.197899997,0.0252
HVCN1_HUMAN,0.337700009,0.135199994,0.0222,0.756699979,0.116300002,0.0009,0.530399978,0.608699977,0.366400003,0.0254
EID2B_HUMAN,0.60860002,0.454299986,0.1237,0.086400002,0.249799997,0.122900002,0.137999997,0.376399994,0.292600006,0.177300006
RB39B_HUMAN,0.448700011,0.164100006,0.047899999,0.309100002,0.144600004,0.0064,0.206400007,0.800599992,0.772400022,0.0178
TIM14_HUMAN,0.145099998,0.097800002,0.224600002,0.051199999,0.965600014,0.119599998,0.331999987,0.043299999,0.077399999,0.049899999
HDA11_HUMAN,0.606599987,0.421400011,0.090899996,0.079300001,0.145099998,0.293199986,0.084600002,0.099600002,0.099799998,0.160899997
RMD1_HUMAN,0.157100007,0.143000007,0.040800001,0.122100003,0.915000021,0.0052,0.132699996,0.103200004,0.140499994,0.323300004
FXYD5_HUMAN,0.171399996,0.107600003,0.338200003,0.811800003,0.133599997,0.0014,0.309100002,0.313199997,0.279700011,0.056200001
OTUB2_HUMAN,0.796299994,0.625800014,0.062600002,0.071599998,0.025800001,0.0003,0.133399993,0.249699995,0.267800003,0.0033
NUD16_HUMAN,0.680199981,0.322400004,0.157100007,0.093199998,0.285600007,0.170599997,0.214300007,0.0151,0.205899999,0.582499981
APC16_HUMAN,0.622900009,0.536000013,0.0138,0.099799998,0.220500007,0.094400004,0.260500014,0.176899999,0.192100003,0.082999997
ESS2_HUMAN,0.455900013,0.750100017,0.009,0.052999999,0.135100007,0.0027,0.060699999,0.114100002,0.069899999,0.002
CMBL_HUMAN,0.759199977,0.3037,0.141299993,0.246999994,0.066200003,0.050700001,0.191200003,0.247199997,0.252799988,0.0035
MSI2H_HUMAN,0.734300017,0.619899988,0.069700003,0.102200001,0.0274,0.0014,0.141499996,0.054000001,0.031199999,0.0002
SNR40_HUMAN,0.250800014,0.903400004,0.0098,0.060800001,0.036400001,0.0005,0.0405,0.0153,0.0144,0.0019
RMC1_HUMAN,0.527199984,0.563000023,0.0458,0.2236,0.036800001,0.0013,0.346500009,0.5255,0.261999995,0.0021
ERP27_HUMAN,0.338800013,0.298999995,0.0977,0.149499997,0.0546,0.0034,0.966600001,0.204300001,0.402399987,0.0253
VWCE_HUMAN,0.215100005,0.167500004,0.950100005,0.295300007,0.122100003,0.002,0.240099996,0.320199996,0.453799993,0.026000001
TBC31_HUMAN,0.4639,0.447100013,0.0285,0.201100007,0.0792,0.0069,0.090599999,0.309300005,0.370999992,0.0094
FMT_HUMAN,0.1734,0.229100004,0.112899996,0.071000002,0.887499988,0.014,0.071999997,0.069300003,0.062399998,0.064599998
STAR4_HUMAN,0.616299987,0.536800027,0.0142,0.240899995,0.278899997,0.0317,0.581499994,0.370499998,0.215100005,0.0022
BPIA2_HUMAN,0.208000004,0.075199999,0.87440002,0.141800001,0.082800001,0.0049,0.291900009,0.334500015,0.244100004,0.0063
ARHGQ_HUMAN,0.68870002,0.314399987,0.081500001,0.50880003,0.137199998,0.006,0.215900004,0.302100003,0.210600004,0.0053
MUCL1_HUMAN,0.153200001,0.068700001,0.934099972,0.093800001,0.035500001,0.0099,0.133599997,0.148200005,0.101899996,0.0008
DYH11_HUMAN,0.630500019,0.129099995,0.135700002,0.465499997,0.184499994,0.0146,0.216299996,0.136399999,0.148300007,0.073200002
ATG4C_HUMAN,0.641900003,0.558600008,0.0086,0.068400003,0.109200001,0.0013,0.393299997,0.333000004,0.510699987,0.0297
ZBT10_HUMAN,0.231199995,0.968599975,0.0093,0.0131,0.034000002,0.0004,0.0579,0.02,0.048,0.0019
SLAF6_HUMAN,0.271899998,0.125499994,0.163100004,0.872099996,0.054200001,0.0011,0.340799987,0.477299988,0.313199997,0.087800004
IP3KC_HUMAN,0.699100018,0.492700011,0.077100001,0.368299991,0.314200014,0.0034,0.3389,0.191499993,0.238900006,0.025699999
RM38_HUMAN,0.173500001,0.155599996,0.114100002,0.163299993,0.920099974,0.0053,0.070500001,0.033799998,0.060400002,0.0097
S2538_HUMAN,0.164199993,0.139899999,0.0079,0.106200002,0.902100027,0.021299999,0.290199995,0.180800006,0.214100003,0.394499987
ASB9_HUMAN,0.567099988,0.323100001,0.0091,0.174999997,0.4296,0.0097,0.174099997,0.253199995,0.189199999,0.0272
TRI44_HUMAN,0.689999998,0.514400005,0.079000004,0.089299999,0.174899995,0.0017,0.140499994,0.337799996,0.166700006,0.0047
RTP4_HUMAN,0.289799988,0.418099999,0.309100002,0.223900005,0.301899999,0.0117,0.617600024,0.36559999,0.300900012,0.0942
ERLEC_HUMAN,0.282799989,0.217399999,0.506399989,0.140400007,0.217600003,0.0074,0.605199993,0.238100007,0.412900001,0.008
CLIP3_HUMAN,0.62559998,0.452800006,0.2183,0.270700008,0.243399993,0.012,0.224600002,0.186399996,0.273099989,0.0185
T4S19_HUMAN,0.2421,0.1461,0.063100003,0.835200012,0.132499993,0.005,0.169,0.415600002,0.202600002,0.0048
CKLF5_HUMAN,0.141800001,0.1822,0.138099998,0.606000006,0.084399998,0.0055,0.440600008,0.5898,0.484100014,0.0065
PBIR1_HUMAN,0.417600006,0.941399992,0.0197,0.057799999,0.052499998,0.0012,0.041499998,0.0296,0.013,0.003
RRFM_HUMAN,0.200499997,0.134299994,0.0156,0.168500006,0.962300003,0.041000001,0.025599999,0.043699998,0.044,0.0083
RMI2_HUMAN,0.505599976,0.750199974,0.034200002,0.187800005,0.4921,0.0243,0.125799999,0.420100003,0.178900003,0.055199999
RAB3C_HUMAN,0.44659999,0.2192,0.031599998,0.349999994,0.0801,0.0028,0.225099996,0.689999998,0.683600008,0.0113
NGBR_HUMAN,0.317200005,0.407900006,0.151700005,0.346399993,0.145999998,0.0022,0.692799985,0.1734,0.43599999,0.0162
MTEF3_HUMAN,0.168799996,0.206200004,0.069499999,0.065499999,0.900300026,0.069300003,0.0583,0.023399999,0.071400002,0.0149
ZMY19_HUMAN,0.552600026,0.34709999,0.197799996,0.0305,0.264600009,0.023,0.107100002,0.181500003,0.079800002,0.032600001
SACA9_HUMAN,0.610000014,0.563199997,0.172499999,0.146400005,0.267100006,0.0148,0.272199988,0.157600001,0.212899998,0.052499998
OMA1_HUMAN,0.146799996,0.102399997,0.032099999,0.0614,0.961700022,0.089500003,0.211400002,0.039099999,0.123899996,0.131300002
KLRG1_HUMAN,0.202500001,0.1109,0.1734,0.848200023,0.0166,0.0019,0.234099999,0.298700005,0.217299998,0.0517
SPDLY_HUMAN,0.590300024,0.547900021,0.075000003,0.1083,0.153400004,0.0055,0.197600007,0.135900006,0.531300008,0.0178
ELP4_HUMAN,0.550400019,0.648100019,0.002,0.153600007,0.069700003,0.0047,0.128099993,0.217899993,0.127499998,0.0023
SIR1_HUMAN,0.595700026,0.817399979,0.055500001,0.080300003,0.125100002,0.0002,0.084799998,0.051399998,0.059799999,0.0028
YIPF6_HUMAN,0.0722,0.101199999,0.032299999,0.246099994,0.073899999,0.087300003,0.784099996,0.463699996,0.802600026,0.0072
HOOK2_HUMAN,0.764900029,0.252600014,0.065399997,0.306199998,0.142399997,0.0021,0.170900002,0.32280001,0.608099997,0.0096
SEH1_HUMAN,0.534300029,0.614899993,0.0385,0.215299994,0.048999999,0.0099,0.3398,0.404300004,0.2491,0.092200004
MTMR8_HUMAN,0.709299982,0.334300011,0.093099996,0.373199999,0.063299999,0.0007,0.41080001,0.488599986,0.166199997,0.0027
FBX17_HUMAN,0.412499994,0.483599991,0.062199999,0.341600001,0.421400011,0.0113,0.121100001,0.201800004,0.252499998,0.019099999
ARSG_HUMAN,0.246099994,0.156800002,0.605000019,0.337300003,0.132200003,0.0091,0.474099994,0.47420001,0.138699993,0.018300001
ZN837_HUMAN,0.255699992,0.778599977,0.058899999,0.162100002,0.180800006,0.0005,0.039099999,0.082999997,0.0436,0.0059
MASU1_HUMAN,0.136299998,0.168699995,0.0493,0.115900002,0.963500023,0.0145,0.0691,0.070500001,0.199499995,0.028999999
THA11_HUMAN,0.47240001,0.808300018,0.070100002,0.040899999,0.196999997,0.0024,0.0275,0.033399999,0.061999999,0.0013
KBP_HUMAN,0.70569998,0.532599986,0.037799999,0.252299994,0.072800003,0.0013,0.234200001,0.256799996,0.154499993,0.0027
GNA1_HUMAN,0.689800024,0.506600022,0.0254,0.1338,0.460900009,0.0207,0.186100006,0.148499995,0.093999997,0.0071
INKA1_HUMAN,0.709900022,0.364499986,0.044500001,0.52759999,0.376199991,0.0023,0.230800003,0.274699986,0.151700005,0.242500007
RM53_HUMAN,0.248099998,0.222599998,0.0145,0.120899998,0.968999982,0.0206,0.020099999,0.084100001,0.050000001,0.0075
T3HPD_HUMAN,0.622399986,0.352600008,0.625,0.093699999,0.117600001,0.0017,0.144600004,0.114,0.170200005,0.029300001
MOCOS_HUMAN,0.513999999,0.545300007,0.0572,0.082400002,0.409799993,0.0083,0.264800012,0.108400002,0.058499999,0.060600001
RNF31_HUMAN,0.676299989,0.592700005,0.0581,0.204699993,0.246800005,0.0019,0.266000003,0.248099998,0.209399998,0.0081
CHFR_HUMAN,0.204999998,0.958599985,0.119099997,0.0137,0.052299999,0.0002,0.054900002,0.037599999,0.0462,0.001
DAZP1_HUMAN,0.648800015,0.818599999,0.102700002,0.055399999,0.049899999,0.0007,0.095100001,0.069899999,0.0458,0.0003
NTCP4_HUMAN,0.177599996,0.068400003,0.033599999,0.843200028,0.283600003,0.0027,0.560000002,0.518000007,0.224399999,0.038600001
SGTB_HUMAN,0.788800001,0.592299998,0.0297,0.0233,0.254500002,0.0124,0.305900007,0.093099996,0.38530001,0.064900003
RN125_HUMAN,0.659300029,0.56220001,0.0537,0.082199998,0.374900013,0.0114,0.091899998,0.169400007,0.272799999,0.040600002
MITOK_HUMAN,0.139599994,0.133599997,0.0286,0.136700004,0.94630003,0.042599998,0.192699999,0.156800002,0.278899997,0.098399997
SGF29_HUMAN,0.313899994,0.716400027,0.055,0.0306,0.045699999,0.0016,0.033300001,0.097900003,0.0506,0.0036
RRP36_HUMAN,0.289200008,0.743200004,0.0233,0.042399999,0.127200007,0.0005,0.068599999,0.0178,0.005,0.0017
C1GLC_HUMAN,0.144899994,0.128900006,0.37439999,0.253100008,0.1285,0.0146,0.397700012,0.259900004,0.809000015,0.0043
DTBP1_HUMAN,0.633700013,0.394499987,0.091600001,0.191400006,0.303299993,0.0051,0.270300001,0.48300001,0.422600001,0.0283
HBAP1_HUMAN,0.449900001,0.706700027,0.0176,0.043699998,0.157900006,0.022500001,0.159999996,0.0328,0.052700002,0.109099999
RNFT2_HUMAN,0.254299998,0.154300004,0.032600001,0.221799999,0.0625,0.0127,0.813399971,0.367599994,0.570100009,0.028100001
DC2I2_HUMAN,0.545099974,0.558700025,0.0163,0.065399997,0.039500002,0.0004,0.229100004,0.233199999,0.214900002,0.0052
DNJA3_HUMAN,0.142499998,0.1602,0.047899999,0.096699998,0.943099976,0.046999998,0.076499999,0.066299997,0.167699993,0.0722
TMA16_HUMAN,0.341500014,0.891200006,0.0121,0.031099999,0.140699998,0.0051,0.0306,0.027799999,0.022399999,0.0008
MB12A_HUMAN,0.668500006,0.281800002,0.078199998,0.1787,0.225099996,0.055399999,0.168200001,0.391499996,0.407099992,0.031800002
PTCD3_HUMAN,0.159799993,0.203099996,0.073799998,0.1219,0.877200007,0.015900001,0.076200001,0.066200003,0.132300004,0.0124
MMAB_HUMAN,0.184300005,0.137899995,0.0471,0.138699993,0.963199973,0.0063,0.085699998,0.114500001,0.091700003,0.0735
MCRS1_HUMAN,0.2192,0.946099997,0.0177,0.035300002,0.029100001,0.0065,0.0264,0.048999999,0.0482,0.0131
CK024_HUMAN,0.209000006,0.086099997,0.384299994,0.650099993,0.115199998,0.0032,0.328799993,0.466699988,0.324600011,0.0601
CYFP2_HUMAN,0.656000018,0.323199987,0.053800002,0.328200012,0.139400005,0.0017,0.396899998,0.58920002,0.543600023,0.0065
SAT2_HUMAN,0.854600012,0.376899987,0.0294,0.192499995,0.350400001,0.031099999,0.153699994,0.126000002,0.112899996,0.199699998
GIMA5_HUMAN,0.375,0.1866,0.178299993,0.412400007,0.389699996,0.0175,0.754499972,0.463,0.453099996,0.121100001
NRBF2_HUMAN,0.717999995,0.447600007,0.0138,0.1734,0.174700007,0.0073,0.227300003,0.641799986,0.395300001,0.046599999
ALG14_HUMAN,0.199499995,0.0902,0.299499989,0.313600004,0.136600003,0.040800001,0.897899985,0.072099999,0.158500001,0.0037
TRI11_HUMAN,0.742900014,0.510800004,0.218400002,0.101499997,0.302599996,1.00E-04,0.124700002,0.305000007,0.278800011,0.027100001
ZN503_HUMAN,0.439999998,0.808799982,0.045200001,0.025800001,0.0262,0.0076,0.023600001,0.0128,0.035500001,0.0031
I17RA_HUMAN,0.239600003,0.142800003,0.195099995,0.797500014,0.050700001,0.0027,0.401499987,0.639500022,0.563399971,0.0139
DISP1_HUMAN,0.133000001,0.254900008,0.086499996,0.62650001,0.079499997,0.014,0.383399993,0.522000015,0.547100008,0.068599999
CNRP1_HUMAN,0.53640002,0.372200012,0.579200029,0.164499998,0.150700003,0.0691,0.1021,0.232600003,0.208499998,0.033599999
EDC3_HUMAN,0.868099988,0.319999993,0.017999999,0.162900001,0.236499995,0.0142,0.0647,0.2958,0.61680001,0.0013
PELI1_HUMAN,0.435799986,0.7421,0.0174,0.073600002,0.029300001,0.0027,0.2042,0.222599998,0.255499989,0.0007
DDX11_HUMAN,0.510399997,0.735700011,0.131099999,0.107000001,0.352400005,0.0048,0.161899999,0.101400003,0.111400001,0.024700001
LIGO1_HUMAN,0.175799996,0.131799996,0.196500003,0.770600021,0.0458,0.0027,0.361099988,0.332100004,0.337500006,0.0276
P3IP1_HUMAN,0.200900003,0.116800003,0.239600003,0.797699988,0.079599999,0.0032,0.293599993,0.56220001,0.439399987,0.085000001
CDCA5_HUMAN,0.513999999,0.879499972,0.0052,0.1796,0.1087,0.035500001,0.044799998,0.031800002,0.0425,0.0032
ELMD3_HUMAN,0.668600023,0.471500009,0.041700002,0.138600007,0.358700007,0.0011,0.185200006,0.406699985,0.255400002,0.122000001
NEIL1_HUMAN,0.377499998,0.7773,0.100699998,0.033199999,0.239999995,0.082199998,0.112800002,0.015,0.234200001,0.0242
STALP_HUMAN,0.612399995,0.540099978,0.0078,0.161400005,0.109700002,0.0015,0.103200004,0.585399985,0.2245,0.0013
DYL2_HUMAN,0.580299973,0.381500006,0.415899992,0.141499996,0.264200002,0.0178,0.0656,0.137700006,0.174799994,0.111000001
S47A1_HUMAN,0.199599996,0.099200003,0.038400002,0.783599973,0.190599993,0.0003,0.447299987,0.414200008,0.378100008,0.046399999
GLT14_HUMAN,0.164399996,0.106600001,0.214599997,0.270900011,0.070299998,0.0092,0.418500006,0.174899995,0.919399977,0.0199
PGAP3_HUMAN,0.0581,0.083499998,0.110799998,0.48120001,0.0572,0.0051,0.867699981,0.478399992,0.684800029,0.0427
CPNE2_HUMAN,0.566999972,0.518999994,0.086199999,0.79519999,0.1118,0.0011,0.070799999,0.300700009,0.163499996,0.0048
S10AG_HUMAN,0.751600027,0.313699991,0.129999995,0.328900009,0.137899995,0.0126,0.129500002,0.296900004,0.194700003,0.0119
SIPA1_HUMAN,0.640600026,0.416599989,0.048099998,0.422899991,0.1338,0.0009,0.303799987,0.278800011,0.345999986,0.0037
ASIC4_HUMAN,0.146200001,0.084100001,0.091600001,0.816200018,0.038800001,0.0025,0.126200005,0.291799992,0.360500008,0.0049
IFT43_HUMAN,0.674799979,0.641300023,0.0255,0.109300002,0.245499998,0.0093,0.102200001,0.102200001,0.130799994,0.328999996
THOC1_HUMAN,0.406899989,0.798099995,0.096900001,0.088699996,0.0253,0.0016,0.105099998,0.108800001,0.082599998,0.0022
OTUB1_HUMAN,0.83829999,0.591600001,0.080600001,0.090499997,0.064900003,0.0003,0.337900013,0.420899987,0.532700002,0.0058
DPH3_HUMAN,0.867900014,0.586700022,0.0142,0.054200001,0.357499987,0.024900001,0.092200004,0.1171,0.059999999,0.0063
